P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,Activity
3.190515826,-0.304290355,-0.033719386,-0.254005388,-0.163713364,0.062283073,0.581734304,0.140760404,-0.311526406,0.491690955,0.191257815,-0.27284653,0.108985208,0.239241736,-0.22382847,-0.733819263,0.077821136,-0.436050099,-0.356749799,0.179727215,0.158155243,-0.11541356,-0.030829486,-0.115044973,-0.366046784,0.092038257,-0.255070573,-0.043536534,-0.043764038,0.500680202,-0.126653584,-0.123844942,0.233014679,-0.330928256,-0.031266724,1
3.092050729,-0.206782139,0.090751522,-0.214731429,0.057757789,0.291029345,0.344489282,0.199923685,-0.122857237,-0.080938375,0.03650461,0.09746269,0.050596878,0.010635823,-0.470133155,-0.454202407,0.223994745,-0.312655389,0.45186848,-0.208125981,-0.119689762,0.057298755,0.266944556,-0.167684079,-0.05448266,0.103499614,-0.181042376,0.219382972,-0.064453,0.058865479,-0.099011595,-0.05596443,0.308145379,-0.254020974,-0.129896753,1
3.222396154,-0.239477228,0.228185203,-0.155738364,0.130443864,0.175442665,0.131008162,0.084298707,-0.331292636,-0.342818319,-0.321465194,0.177703987,0.053177993,0.011069122,-0.32313243,-0.487132993,0.166099326,-0.337398077,0.327591113,-0.229629656,-0.216202614,0.077490689,0.265530522,-0.077561268,-0.374258929,0.261243643,-0.106296961,0.117092948,-0.357863847,0.071371206,0.063848338,0.02580379,0.204597739,-0.069490151,-0.06382678,1
3.272388873,-0.336999184,0.289169944,-0.349003469,-0.150391362,-0.052349267,0.07495644,-0.0811597,-0.41475328,-0.176338666,-0.560229283,0.246989531,-0.008138683,0.061144403,0.061822208,-0.702500687,0.065246448,-0.178435577,0.051247253,-0.002536404,0.158913358,-0.310219104,-0.037728602,0.023669434,-0.727040197,0.152478854,-0.003445007,-0.099345473,-0.505140752,0.076485866,-0.159938396,-0.144512303,0.295445513,-0.047982232,-0.018139757,1
2.867488322,-0.355938824,0.153103965,-0.235146567,-0.086512288,0.19547396,0.544840263,0.133229339,-0.504318446,0.136616571,-0.228027913,-0.047747912,0.134803398,0.332199717,-0.207539541,-0.630900934,0.180295083,-0.471912154,0.078565148,-0.07187335,0.449854024,-0.119543855,-0.160904429,-0.169684869,-0.468687889,0.165432889,0.053607312,-0.014171984,0.012258441,0.184830626,-0.151665511,0.024906699,0.374107003,-0.103062428,-0.103986427,1
2.640517529,-0.212409383,0.217269081,-0.292474036,-0.0069339,0.384371061,0.278093355,0.364410261,-0.540290454,0.257150028,-0.111660166,0.080941147,0.17588205,-0.090023149,-0.434986633,-0.552720934,0.164318555,-0.604896841,0.155504046,0.152623188,0.203234132,0.158078118,0.149776435,-0.104481335,-0.385135561,0.346120182,-0.104876603,0.106065572,0.040734586,0.25921499,-0.217960138,0.081417021,0.223358076,-0.199955906,0.024289359,1
2.717044083,-0.338674925,0.17766703,-0.43044402,-0.129946368,0.282749173,0.308743146,0.368736489,-0.522378711,0.208345328,0.062074972,-0.025810671,0.175224986,0.076974638,-0.11827885,-0.600927909,0.341610187,-0.653829434,0.26471145,0.059424268,-0.198501401,0.097345601,0.137562723,-0.100093712,-0.414269845,0.264587343,0.009462413,0.021527993,-0.01515454,0.269872879,-0.376803449,-0.142561441,0.027053309,-0.196947074,0.087508015,1
2.889380042,-0.189929043,0.243582859,-0.483267,-0.145187304,0.206469674,0.224773476,0.083437637,-0.325249523,-0.119631525,-0.298272551,0.042962655,0.048508709,-0.018624227,0.028067144,-0.866573801,0.154407989,-0.46632889,0.377055823,0.013096288,-0.133216451,0.015852082,0.170254553,0.064474307,-0.49454596,0.295226719,-0.179833229,-0.295343543,-0.027585444,0.346401295,-0.230947379,-0.136019843,-0.022376963,-0.113720451,-0.141183868,1
3.01385669,-0.16768443,0.261825143,-0.329998383,-0.21465582,0.042346499,0.237430719,0.102749501,-0.321765914,-0.170212499,-0.355244659,0.088692735,0.042071743,-0.030558864,0.048252592,-0.939068313,0.16201512,-0.401650094,-0.100896659,0.275934696,0.238744148,0.006733252,-0.023042756,0.112844966,-0.765137512,0.348779001,-0.141538891,-0.40888715,0.079516044,0.550243105,-0.184561381,-0.001819193,-0.013964089,-0.101355485,-0.100174977,1
2.69144678,-0.204269383,0.236666673,-0.216646609,-0.085673971,0.088726459,0.260526596,0.22173924,-0.378894701,-0.261908376,-0.069132944,0.067717997,0.12752882,-0.023239444,-0.30531497,-0.633040229,0.17028212,-0.359769285,0.072235695,0.11644655,0.36590743,0.101094708,-0.148416008,0.122364181,-0.614438153,0.269820645,-0.004771343,-0.259084914,0.013669079,0.43446093,-0.319095471,0.12379533,0.17023785,-0.249965886,0.132350874,1
2.452750852,-0.040338971,0.141169159,-0.409840086,-0.049009736,0.34444386,0.242776192,0.36332211,-0.232005338,-0.400157118,0.071651246,0.042942226,0.155226743,0.001886402,-0.053594777,-0.207690773,0.27219383,-0.15784391,0.603452672,0.003749253,-0.238000309,0.144801423,-0.063732775,0.10372887,-0.394088832,-0.139131163,-0.022028446,-0.085752147,-0.174978794,0.173988659,-0.515968791,0.017554823,0.383621633,-0.10109303,0.031608842,1
2.681789861,-0.311330692,0.205572621,-0.338119961,-0.029739383,0.157280629,0.273403169,0.070064649,-0.486660125,-0.199750501,-0.203821164,0.178112218,0.227969412,0.147059862,-0.334947919,-0.271049698,0.248696627,-0.429485291,0.300180128,-0.094200956,-0.243169119,0.292396012,0.23302984,-0.070017065,-0.466551236,0.119010042,-0.012834581,0.225138129,-0.092859731,0.173631111,-0.110445269,-0.022283416,0.402963718,0.100081809,-0.021480936,1
2.682097614,-0.125435433,0.117595505,-0.084821447,0.247568848,0.533111538,0.19390577,0.544105814,-0.124322168,-0.497688703,0.1113784,0.019365394,-0.023032019,0.043333933,-0.511367818,-0.495830622,0.516381191,-0.458684152,0.594258173,0.063622794,-0.036793267,-0.18931353,0.135320248,0.169766589,-0.194662405,-0.008069721,-0.15289626,0.202624572,-0.303217454,0.068294085,-0.555075106,0.309363604,0.378408839,-0.151428198,0.193998783,1
2.972283211,-0.178553992,0.115099226,-0.017221853,0.114689239,0.199601766,0.32911063,0.316276703,-0.378373863,-0.492279339,-0.185895444,0.025419575,0.106048851,0.08354599,-0.498423199,-0.850957024,0.238660738,-0.615645947,0.419090288,-0.043502943,-0.139415448,-0.060976229,0.20306676,-0.065979298,-0.507814065,0.222862664,-0.111494118,-0.075051006,-0.201255464,0.210125681,-0.262828314,0.237378582,0.407872175,-0.04045034,0.113910297,1
2.852423733,-0.074459275,0.08601818,0.015084016,0.156619011,0.356114112,0.419283003,0.597636133,-0.477375643,-0.408713082,-0.152719471,-0.093227311,0.019392312,-0.111592029,-0.252176487,-0.706672958,0.309570281,-0.877370346,-0.174915649,0.254197051,0.289946486,0.001691633,-0.009518835,-0.012131682,-0.541931364,0.384299496,0.076036539,0.001545555,-0.005616827,0.325825483,-0.241258593,0.215061055,0.275950917,0.026056411,-0.151643394,1
2.862073967,-0.384863975,0.167193414,-0.063000908,0.333227495,0.339387657,0.352100748,0.45099542,-0.568948309,-0.169452368,-0.045660517,0.06726987,0.06911689,0.072384548,-0.377908757,-0.535777241,0.368149767,-0.691422122,0.126269673,-0.044836904,0.291897193,-0.072408318,0.019388038,-0.079954938,-0.279556328,0.489365659,0.261561422,0.209111809,-0.141624106,0.261983347,-0.302425466,0.198742505,0.15435673,-0.112140042,0.069162253,1
3.18420519,-0.375034522,0.181554899,-0.313614489,0.216047097,0.318151135,0.336753491,0.274097632,-0.581612497,0.113095554,-0.13459942,0.147647036,0.08995755,0.080741279,-0.114958803,-0.660666808,0.239829515,-0.330618751,0.476528636,-0.346765557,-0.177612337,0.0577663,0.294537754,-0.151738207,-0.330466278,0.282514091,0.057988375,0.208864278,-0.234050692,0.162326431,-0.247053568,0.030999099,0.140017897,-0.097437148,0.070714438,1
3.212807804,-0.318801587,0.173539781,-0.412968853,0.045434181,0.457295703,0.375037594,0.412887373,-0.585951803,0.219552326,-0.300440774,-0.013240493,-0.083280753,-0.285830989,0.093336852,-0.795658875,0.124290581,-0.374494507,0.135609259,-0.125174189,0.219861471,0.026179921,0.199392759,-0.006148444,-0.486213361,0.174040414,-0.205182194,0.108096238,-0.223967047,0.259767219,-0.251153393,-0.010160425,0.210536677,-0.156795685,0.011941099,1
2.694429942,-0.159432545,0.121017719,-0.253128161,-0.091409059,0.273848713,0.427753563,0.319387338,-0.517411564,0.219515529,-0.030495576,-0.012431654,0.152566304,-0.04055212,-0.240788264,-0.498739375,0.285627582,-0.525784361,0.003585553,-0.060742072,0.448793727,-0.043822618,-0.136615377,-0.021327491,-0.44438003,0.151467871,-0.050285463,-0.124009398,0.079603257,0.370491661,-0.260134802,0.047957842,0.191719125,-0.220434759,-0.068467528,1
2.422759089,-0.035888043,0.158702218,-0.260847389,-0.21805756,0.12724216,0.231105168,0.096089997,-0.417170559,0.365573135,-0.037721249,0.124035891,0.142684352,-0.068869682,-0.424835013,-0.419134093,0.406477368,-0.639425337,0.200464498,-0.136262013,-0.036889836,-0.138370413,0.145502189,-0.167176794,-0.351918222,0.331368259,0.17167469,0.056917402,0.164579425,0.267685457,-0.166692946,0.105180113,0.366703107,-0.264660124,0.039720974,1
2.644390461,-0.232740191,0.143163941,-0.119382258,-0.126925095,0.160055071,0.208983949,0.087687325,-0.582239618,-0.007876728,-0.188937562,0.094704127,0.208145357,-0.199982114,-0.370292582,-0.514616542,0.327126775,-0.834771695,0.162364039,0.00304503,-0.224714272,-0.151036972,0.248361895,-0.254620102,-0.587070157,0.421030306,0.343321317,0.087916966,-0.076903687,0.208120074,-0.157911009,0.222137918,0.519785742,-0.043867016,0.093990141,1
2.723229894,-0.084239575,0.099958679,-0.300767601,-0.117631029,0.445898085,0.338477106,0.541009451,-0.468921824,-0.163801981,-0.148385116,0.096348277,0.009059933,-0.163570426,0.161783249,-0.596814608,0.445028623,-0.57333307,0.002074441,0.100499584,0.115705065,-0.032555532,0.086674085,-0.160536999,-0.669674835,0.319742437,0.205744336,0.116929698,-0.065379241,0.301922367,-0.238523622,0.132717547,0.33264271,-0.056880672,0.004210244,1
2.558359558,0.070193879,0.152824097,-0.350784626,-0.139240159,0.318108846,0.319576075,0.501984553,-0.284507639,-0.157011242,-0.14447532,0.073843952,0.042737079,-0.218008519,0.080868719,-0.647806244,0.378501679,-0.420961766,-0.032394425,0.145879633,0.390087228,-0.015875775,0.051771113,-0.090599931,-0.448614832,0.264633448,-0.084530142,-0.001692014,0.019897028,0.24887994,-0.126344013,0.13146539,0.187859849,-0.197126397,-0.065230144,1
2.417362973,-0.033111095,0.085168714,-0.235829362,-0.150730608,0.250313376,0.407662805,0.311800458,-0.259445512,-0.253730448,0.030490327,-0.08069002,0.314950073,-0.035763345,-0.060928692,-0.46238403,0.457563078,-0.76420032,0.286579421,-0.081646191,0.145687184,0.19053977,0.102006167,-0.147091612,-0.388900548,0.276777553,0.03007434,0.101926041,0.030871264,0.322666065,-0.002125628,0.112320258,0.257912022,-0.247022954,0.053886595,1
2.573928758,-0.216019589,0.061915883,-0.369020818,-0.123137483,0.152171325,0.576000242,0.159640189,-0.280160949,-0.110851977,0.127080176,0.002873735,0.272599088,0.219042922,-0.172138447,-0.5097302,0.353555332,-0.662261724,0.106096203,-0.093225458,-0.252412471,0.323886955,0.308124553,-0.414448627,-0.518386949,0.38962534,0.026233802,0.284387095,0.164293507,0.347878506,0.135307522,0.289810426,0.323449496,-0.236350114,0.13305185,1
3.274181906,-0.435318204,0.056193023,-0.590724779,1.037942757,0.371338543,-0.106672926,0.662986581,0.113778618,-0.259221796,0.05881958,0.367936234,0.31167491,0.079840411,-0.070108533,-0.519448621,0.343746257,-0.706622323,0.169396744,-0.336184976,0.187892976,0.120205693,0.272347998,-0.119330316,0.026590827,0.206861081,-0.251278404,0.300290005,0.097526194,-0.125480562,-0.088058405,-0.063862575,-0.183311903,0.164436215,0.055381729,3
3.29370138,0.038217278,-0.196973295,-0.321073536,0.749217638,-0.104652246,0.104293396,0.328213854,0.435757909,-0.513511811,-0.090879216,-0.093459465,0.59070738,-0.412467618,0.122503739,-0.121463124,0.2480129,-0.295003436,-0.451234399,0.46329911,0.368318331,-0.036602908,0.31796609,-0.104705952,-0.302740862,0.053707262,-0.03884125,0.333518918,0.24373072,0.299388621,-0.20218958,-0.284190481,-0.222603394,0.13416496,0.234480156,3
3.392483916,0.102090347,-0.147615743,-0.259033849,0.698958666,0.109921539,0.328502139,0.431980832,0.82291125,-0.443791918,-0.112384486,-0.036239975,0.437455105,-0.38533281,-0.489672703,-0.045881552,-0.195298026,0.139940368,-0.077032136,0.237370023,0.548927254,-0.186946738,0.155269814,-0.233010999,0.177665266,0.00615872,-0.137417472,0.352330892,-0.016364482,0.124188081,-0.273270591,-0.401407638,0.042267661,0.020638755,0.246964454,3
3.271963701,-0.174710841,-0.072557719,-0.531322608,0.5837392,0.057271361,0.105978706,0.297760647,0.046643047,0.496965653,0.236225205,0.167171118,0.746284472,0.135671247,-0.422041727,-0.13011245,-0.501966897,-0.380198107,0.482165274,-0.301677308,0.177525884,-0.18311856,0.037624305,-0.224919352,0.154315532,0.03921591,0.011488303,0.352183691,0.108847768,0.168717519,-0.259865609,-0.311818896,0.024889844,0.116063981,0.140897916,3
3.695308049,-0.002242844,-0.139783894,-0.311711126,0.932923625,0.083458773,0.541733865,0.329238183,0.446819897,-0.197684709,-0.373242004,-0.336885145,0.288486176,-0.028664205,-0.53357876,-0.323888142,-0.207308426,-0.075755037,-0.014868922,0.503494301,0.207933376,0.085162298,0.112091724,-0.15332085,-0.009166995,-0.057251779,-0.038577879,0.117165955,0.040670258,0.095482647,-0.194804657,-0.437809374,-0.117058473,-0.123966232,0.112328807,3
3.528120246,0.203517108,-0.241006038,-0.400120452,0.779321667,0.010171596,0.668339797,0.165468881,0.541530329,-0.327409835,-0.350099488,-0.271085818,0.194164045,-0.017061045,-0.382543667,-0.172988955,-0.437847553,0.00381887,0.189344625,0.027315464,0.36784628,-0.318847925,0.059910532,-0.019189632,0.12024626,-0.153608228,-0.116721181,0.205795899,0.020047125,0.15095305,-0.116705473,-0.482806251,-0.234499999,-0.155039495,-0.024804811,3
2.467528518,0.327357836,-0.07512305,-0.498056952,0.381844867,0.169182194,0.043330781,0.390862538,-0.221557117,0.606636596,0.396977989,0.272524034,0.737944965,0.150461893,-0.184754916,-0.242976047,-0.155412598,-0.41822288,0.460200352,-0.234656145,0.029949632,-0.37769302,0.14502627,-0.378573003,0.110435482,-0.016929497,-0.035311025,-0.041373027,-0.206620129,-0.192051903,-0.181664195,-0.246866946,-0.16686268,0.006405093,-0.049659664,3
2.444406572,0.637951051,-0.057523745,-0.44814074,0.456060915,-0.066656628,-0.1769438,0.278038233,-0.130161716,0.554357657,0.243508149,0.550405499,0.625484326,-0.229203599,0.088694343,-0.196932694,-0.207238986,-0.213495328,0.10923846,0.027493927,0.044034944,-0.324348705,0.272604605,-0.11052772,-0.021065121,0.140768087,-0.223342809,-0.298296395,-0.246527345,-0.153257783,-0.324291357,-0.259478927,-0.154946199,0.029141003,0.010958511,3
3.416591955,-0.470022219,0.075964562,-0.397995642,0.919541542,0.357008317,-0.002415269,0.757899878,-0.113239919,-0.517764458,-0.150194606,0.37229053,0.227494725,0.332635521,-0.078051379,-0.393814675,-0.082036905,-0.493182682,0.248831867,-0.10965963,-0.321387045,0.342373968,0.062746327,-0.145467737,-0.338251399,0.214652171,0.140588389,-0.145726126,-0.453696658,-0.151587612,-0.137467115,-0.141142859,0.093483841,0.150756828,0.26470031,3
3.24539788,-0.438155704,-0.059728183,-0.400382565,0.814776725,0.195425132,0.034687077,0.509236711,-0.206713231,-0.487342194,0.181735486,0.34716157,0.416903051,0.215237546,-0.088373962,-0.229756648,-0.092283779,-0.559949637,-0.275615557,-0.15063059,0.121132907,0.068279001,0.084075836,-0.186117137,-0.421107813,0.307141607,0.072293477,-0.150331753,-0.142338908,-0.003654607,-0.205515847,-0.053035735,0.072319051,0.135613479,0.277364449,3
3.712094777,-0.28275093,-0.136093774,0.112260179,0.677201448,-0.048749374,0.390914069,0.061595456,0.386783446,-0.700892994,-0.227627991,-0.109972919,0.523879527,-0.137762844,-0.645889724,0.023484098,-0.28414614,-0.060827719,-0.210800605,-0.039909154,0.550145077,-0.053586598,-0.147584838,0.062994277,-0.137842217,0.117392537,0.272734821,-0.112524082,0.066059726,0.4933836,-0.028128095,-0.277494771,0.030670027,0.176961216,0.097996442,3
3.680297755,-0.095710981,0.013100207,0.105371085,0.628522726,-0.077585853,0.10721837,0.130720972,0.5916805,-0.491796412,-0.39623234,0.005733141,0.586707043,-0.472823796,-0.720497086,0.000537398,-0.404708087,0.01426505,0.180489442,0.220761956,0.432467152,0.222379317,0.019499993,0.190534857,-0.126767026,0.128503141,-0.145369366,-0.238753926,0.06916677,0.518605107,-0.368111532,-0.574216925,-0.164207801,-0.012107843,-0.002940561,3
3.444582358,0.151260093,-0.172335614,-0.066933732,0.815184154,-0.195059717,0.274517171,0.378292949,0.612873887,-0.217900969,0.130403375,-0.039211932,0.618617787,-0.150546209,-0.356982292,-0.17126986,-0.066105341,-0.164588951,0.443832782,-0.177264015,-0.090231808,0.256343457,0.200957698,0.009194043,-0.023476007,0.232429656,-0.089294243,-0.263126096,0.248613311,0.380397186,-0.284987795,-0.293308724,-0.283765226,-0.071485327,0.00057298,3
3.760923133,0.212047066,-0.324556024,-0.008966786,0.797532085,-0.326002221,0.400369784,0.366539763,0.841731447,0.478751877,0.328007326,-0.069849502,0.764752691,-0.158475118,-0.381928115,-0.110582067,-0.082887743,-0.015151895,0.264749955,-0.579492084,0.126332127,0.197763647,0.345308035,0.040778475,0.194667801,0.088845933,-0.085162808,-0.069504053,0.261017974,0.494301992,-0.058303744,-0.35045228,-0.254797311,-0.008202755,0.060312068,3
3.342898759,-0.052729186,-0.126216443,-0.294808777,0.533100845,-0.218418098,-0.025940804,0.483534363,0.229254394,0.786321452,0.43464803,0.011771411,0.773383663,0.263244964,-0.108678636,-0.386485467,0.205911436,-0.660196172,-0.273832222,-0.276459013,0.399465073,-0.063027282,0.160106505,-0.141891697,-0.251151694,0.113034324,0.077113809,-0.002653225,-0.252523398,0.281341516,-0.100652853,-0.232905886,-0.136705564,0.067887098,0.329804021,3
2.937994993,0.153440361,-0.097977212,-0.446919351,0.363494095,-0.311698515,-0.131094806,0.402266894,-0.107401287,0.514389085,0.166633424,-0.037048469,0.703051169,-0.026240662,-0.022484408,-0.143622484,0.144085844,-0.513233041,-0.4580344,0.038367586,0.332837579,-0.013415283,0.322762979,-0.407723277,-0.372499553,0.082655243,-0.107709792,0.23237391,-0.166352349,0.288815162,-0.124034518,-0.246442416,-0.063747846,0.10360412,0.310996335,3
3.870744699,-0.376104096,-0.212174691,-0.397360593,1.478631438,0.230106085,-0.464617741,0.626277546,-0.095048366,-0.438789139,0.327084672,0.230240546,0.347308247,0.112049367,0.266587812,-0.149812759,-0.338228539,-0.70146029,0.196642225,0.320709729,-0.185348934,-0.484158036,0.064900639,-0.341783701,-0.388924122,0.39515364,0.116791226,0.409320246,0.310102732,0.159309645,-0.273537771,0.245719939,-0.110128449,0.095994203,-0.166569019,3
3.705131749,-0.30067601,-0.27293834,-0.331696713,0.91800579,-0.161326505,-0.157305732,0.014145845,0.213582259,-0.461632697,0.230937849,-0.053586154,0.588543505,0.197770667,-0.243639042,-0.024650421,-0.395480737,-0.543282206,0.028864319,0.512913775,-0.366895412,-0.424629663,-0.161195521,-0.140652925,-0.332307863,0.100531321,0.139367383,0.052450783,0.071115498,0.077805497,-0.434412976,-0.245697795,-0.347408531,0.148204646,-0.117579187,3
3.975136251,-0.133085765,-0.218437691,-0.058740461,0.900191344,-0.05392768,0.49920589,0.465992315,0.46004825,-0.624106951,-0.250475471,-0.066413166,0.599147736,0.157818998,-0.364186628,-0.382431409,-0.214954718,0.367551153,0.434412016,-0.112580291,-0.299205603,-0.061286787,-0.118197153,-0.038990247,-0.018073932,0.077709878,-0.237087418,-0.165559696,-0.140300999,0.142880196,-0.520957415,-0.486504503,-0.425110899,0.182837377,0.287586577,3
3.9211415,-0.019905179,-0.227903922,-0.137390754,0.842655543,-0.173958099,0.127643223,0.535215241,0.0449857,-0.061573796,-0.261500473,0.423740458,0.580272154,-0.05922044,-0.172043084,-0.035304874,-0.591032804,0.115110758,0.044413475,-0.125748713,0.294682292,-0.519497549,-0.258270742,-0.028303555,-0.167274265,0.134019485,-0.339150878,0.320450676,0.102909586,0.234237991,-0.329241981,-0.208340611,-0.099086404,0.260251473,0.15864422,3
4.202011664,-0.342605582,-0.122214449,-0.124536767,1.055628468,0.005053347,-0.005622052,0.555472391,0.276414967,-0.19886827,-0.18914148,0.227578415,0.522018298,-0.142858463,-0.308882277,-0.376973849,-0.120774879,0.284217264,-0.173346877,0.258785607,0.264327912,0.177846941,0.26552302,-0.548455655,-0.367109504,0.099946832,-0.265102383,0.284139389,-0.363407569,-0.05945157,0.030822663,-0.350400831,0.025987829,-0.054307901,0.064874914,3
4.190186868,-0.520153865,-0.07784723,-0.114703096,1.201020937,0.257565063,0.187989234,0.473551231,0.002356675,-0.276322449,-0.41634342,0.002990992,0.344968101,0.008605504,-0.115480664,-0.345840033,-0.304350877,0.345169263,0.263523076,0.046554562,-0.000705092,0.203477792,0.186407153,-0.620668368,-0.349557064,0.148553271,-0.063776543,0.389714387,-0.457054658,-0.079842475,0.003666831,-0.305871626,0.033717582,-0.042165175,0.125875613,3
3.637635935,-0.342807892,0.029963371,-0.369306384,0.781587289,0.038660379,-0.11920407,0.867732906,-0.205669536,0.702398903,0.031859309,0.363351475,0.318940913,-0.077842932,0.269118059,-0.491460702,0.194558304,-0.281147912,0.122278763,-0.272681012,0.186149571,-0.217518258,0.224845772,-0.360378273,-0.514226314,0.450395508,0.006612302,0.051912292,-0.063063404,-0.038796719,-0.41147549,-0.003374214,-0.083068677,-0.075584554,0.173099079,3
3.274122313,-0.198046879,0.00297781,-0.277338896,0.754111161,-0.227897904,-0.473934041,0.23334164,-0.354394664,0.688193849,0.100555552,0.182300645,0.599079237,-0.067899244,-0.223683099,-0.252979657,-0.070984264,-0.983432788,-0.116351739,0.121590635,0.413115326,-0.427515142,0.173771133,-0.099320822,-0.484745816,0.233842205,-0.089361176,0.109883029,-0.020004561,-0.06807242,-0.167242635,-0.268455333,-0.157897686,-0.030528384,-0.19612319,3
2.77123428,1.249064552,-0.231419058,0.714958744,-0.150887541,-0.096541625,0.306492291,0.651165128,0.032874897,0.524331392,-0.476063827,0.738559198,0.662494346,-0.057405499,-0.313588738,-0.030166264,-0.360662032,-0.587653515,0.245373003,0.75566544,-0.107878702,-0.237181236,-0.2917362,0.122665609,-0.342592916,0.019079072,-0.165692819,-0.552377614,-0.297213889,0.311092959,0.112081079,0.121262495,-0.127064887,-0.013093688,-0.024618148,2
2.490956963,1.198708178,-0.207866374,0.637626782,0.150793533,0.020908215,0.338808811,0.4395611,-0.130401056,0.296199188,-0.501941973,0.636047359,0.859826895,-0.07954963,-0.387120013,0.044394807,-0.238627237,-0.326958997,0.679871721,0.377762312,-0.011466767,-0.212293919,-0.345271094,-0.064928162,-0.08386302,0.046265673,-0.174759991,-0.433536174,-0.200778244,0.22845826,-0.116373593,0.106028998,-0.156804016,0.109677492,-0.078194309,2
2.519279925,1.322766358,-0.454220801,0.462849458,-0.062335948,-0.058064428,0.784560934,0.503787113,0.172476398,0.421681299,0.018988377,0.514390279,0.811881698,0.169443284,0.096736216,0.03806032,-0.059920861,-0.312892018,0.199404809,0.09832841,0.463886443,-0.525580544,-0.284098415,-0.124267396,0.224721114,-0.050015433,0.157356776,0.185564687,-0.113951257,0.242544471,-0.054253357,0.221207089,-0.456607791,0.218919208,0.058338305,2
2.851247754,1.355237244,-0.484718776,0.575453446,-0.031656896,-0.216083253,0.887774586,0.633500006,0.284003724,0.577105402,-0.069671118,0.41929871,0.586651513,-0.029425761,0.098377554,-0.206483323,0.0614704,-0.292050972,-0.04432102,0.40280026,0.134921492,-0.199446544,0.113301329,-0.109149071,0.011765486,0.114842817,0.186862233,0.374599067,-0.08893204,0.157286187,0.155907583,0.255474691,-0.317470454,0.063911422,0.021809066,2
2.934812999,1.406556402,-0.504205716,0.660295047,0.056748361,0.011329964,0.739213991,0.623805387,0.616212794,-0.26897613,-0.18235741,0.655157836,0.447760609,-0.034548626,0.069306923,-0.164450125,0.094492337,-0.533877036,-0.179713025,0.693137301,0.034644347,-0.152385979,0.137208275,-0.11009932,0.019857674,0.037269595,0.140325499,0.519264622,-0.155944467,0.257577536,0.062354092,0.135459907,-0.178328522,0.038355279,-0.024087542,2
3.358694017,1.349821985,-0.360713317,0.845940435,0.017149579,-0.425989032,0.730922427,0.616869639,0.621438391,0.257332611,-0.741566449,0.362508637,0.499053108,-0.344491791,-0.161332389,0.127537592,-0.249032701,-0.150096001,0.56046426,0.46874202,-0.193314754,-0.0730539,0.121766469,0.112813416,0.191602367,0.216279762,0.095331302,0.38660691,-0.05642475,0.452255327,-0.030971922,-0.101055201,-0.092884423,-0.015367062,0.138570152,2
3.111625307,1.430206423,-0.265986723,0.893366929,-0.071766525,-0.676697531,0.646424501,0.462199374,0.376487534,0.248442137,-0.91861403,0.333864764,0.404569199,-0.335846617,-0.342376264,0.220793986,-0.074633543,-0.115927247,0.3380881,0.562207761,-0.382086109,-0.106713549,0.15640439,0.117910317,0.141956218,0.251521403,-0.302173417,0.338895066,-0.025688627,0.273486239,0.011465301,-0.122821117,-0.090461992,-0.131136221,0.099479979,2
2.263859156,1.336296588,-0.226164404,0.581704287,-0.134594507,-0.063189279,0.468559628,0.447337451,0.352671362,-0.714011654,-0.285838438,0.979227108,0.250829093,0.221535015,-0.138578297,-0.079186325,0.186191197,-0.75443687,0.154781107,-0.093982625,-0.207667534,-0.367763551,-0.091296488,0.131976467,0.258279426,-0.068143618,-0.434249911,0.085698568,-0.349899403,-0.114663681,0.064871311,0.0174684,-0.137219124,0.082246878,-0.156666453,2
2.49494225,1.429715142,-0.217170832,0.512264224,-0.05266344,0.00096721,0.249172744,0.396619333,0.437609415,-0.721425169,-0.428925154,1.038417387,0.506380238,0.027538765,0.101447327,-0.296740051,0.043284841,-0.603218073,0.431118953,0.061418977,-0.029245057,-0.480856789,-0.030322809,0.007516605,0.233570753,-0.033899591,-0.200059604,-0.004266109,-0.281380404,0.005254443,0.159956187,0.068815186,-0.307087594,0.170044251,-0.094511734,2
3.326646389,0.995172085,-0.286003229,0.812947689,-0.294434262,-0.291041835,0.584124153,0.843210601,0.442219857,0.643964277,-0.203794857,0.809618977,0.706898328,0.21013235,0.07179955,-0.286759617,-0.195066974,-0.471710408,0.595104706,-0.036574205,-0.280913344,-0.199341845,-0.031271936,-0.043046763,-0.341905259,0.193518273,-0.349376781,-0.1871912,-0.10731729,0.294173627,0.164413439,0.180576506,-0.167329825,-0.02289565,-0.142359208,2
3.012158535,0.96663009,-0.101300372,0.719332352,-0.107236544,-0.49410123,0.080475599,0.570220074,0.372304007,0.496502466,-0.499589232,0.77234147,0.674315771,-0.158779945,-0.111627157,-0.142759673,0.022021716,-0.393304664,0.677571888,0.058686701,-0.25514972,-0.262607434,0.019713711,0.044104502,-0.319711439,0.203646656,-0.400224605,-0.218504606,0.106837827,0.054664237,0.070232339,0.088128444,-0.093812549,0.281214741,-0.203396829,2
